"id","name","nation","pos","club","rating","rarity"
"246","Keeto Thermoncy","Haiti","DF","Young Boys","67","common"
"264","Ahmed Reda Tagnaouti","Morocco","GK","AS FAR","67","common"
"313","Ross Stewart","Scotland","FW","Southampton","67","common"
"329","Aziz Behich","Australia","DF","Melbourne City","67","common"
"349","José Canale","Paraguay","DF","Lanús","67","common"
"350","Alexandro Maidana","Paraguay","DF","Talleres","67","common"
"363","Álex Arce","Paraguay","FW","Independiente Rivadavia","67","common"
"370","Muhammed Şengezer","Turkey","GK","İstanbul Başakşehir","67","common"
"470","Jordy Caicedo","Ecuador","FW","Huracán","67","common"
"476","Yaimar Medina","Ecuador","MF","Genk","67","common"
"477","Jackson Porozo","Ecuador","DF","Tijuana","67","common"
"528","Bazoumana Touré","Ivory Coast","FW","TSG Hoffenheim","67","common"
"664","El Mahdy Soliman","Egypt","GK","Zamalek","67","common"
"671","Hossam Abdelmaguid","Egypt","DF","Zamalek","67","common"
"672","Karim Hafez","Egypt","DF","Pyramids","67","common"
"676","Mohanad Lasheen","Egypt","MF","Pyramids","67","common"
"689","Hossein Hosseini","Iran","GK","Sepahan","67","common"
"690","Ehsan Hajsafi","Iran","DF","Sepahan","67","common"
"703","Mohammad Mohebi","Iran","MF","Rostov","67","common"
"718","Joe Bell","New Zealand","MF","Viking","67","common"
"720","Marko Stamenić","New Zealand","MF","Swansea City","67","common"
"748","Wagner Pina","Cape Verde","DF","Trabzonspor","67","common"
"752","Kevin Pina","Cape Verde","MF","Krasnodar","67","common"
"764","Nuno da Costa","Cape Verde","FW","İstanbul Başakşehir","67","common"
"767","Ahmed Al-Kassar","Saudi Arabia","GK","Al-Qadsiah","67","common"
"776","Jehad Thakri","Saudi Arabia","DF","Al-Qadsiah","67","common"
"777","Mohammed Abu Al-Shamat","Saudi Arabia","DF","Al-Qadsiah","67","common"
"790","Khalid Al-Ghannam","Saudi Arabia","FW","Al-Ettifaq","67","common"
"842","Rodrigo Aguirre","Uruguay","FW","UANL","67","common"
"886","Marko Farji","Iraq","MF","Venezia","67","common"
"918","Sondre Langås","Norway","DF","Derby County","67","common"
"948","Assane Diao","Senegal","FW","Como","67","common"
"1074","Juan Portilla","Colombia","MF","Athletico Paranaense","67","common"
"1087","Joris Kayembe","DR Congo","DF","Genk","67","common"
"1096","Noah Sadiki","DR Congo","MF","Sunderland","67","common"
"1146","Otabek Shukurov","Uzbekistan","MF","Baniyas","67","common"
"1155","Igor Sergeev","Uzbekistan","FW","Persepolis","67","common"
"1157","Oston Urunov","Uzbekistan","FW","Persepolis","67","common"
"1199","Nico O'Reilly","England","DF","Manchester City","67","common"
"1244","Orlando Mosquera","Panama","GK","Al-Fayha","67","common"
"3","Lukáš Horníček","Czech Republic","GK","Braga","66","common"
"20","Alexandr Sojka","Czech Republic","MF","Viktoria Plzeň","66","common"
"51","Guillermo Martínez","Mexico","FW","UNAM","66","common"
"70","Jayden Adams","South Africa","MF","Mamelodi Sundowns","66","common"
"90","Lee Ki-hyuk","South Korea","DF","Gangwon FC","66","common"
"91","Cho Wi-je","South Korea","DF","Jeonbuk Hyundai Motors","66","common"
"97","Kim Jin-gyu","South Korea","MF","Jeonbuk Hyundai Motors","66","common"
"119","Dženis Burnić","Bosnia and Herzegovina","MF","Karlsruher SC","66","common"
"128","Samed Baždar","Bosnia and Herzegovina","FW","Jagiellonia Białystok","66","common"
"161","Pedro Miguel","Qatar","DF","Al-Sadd","66","common"
"169","Abdulaziz Hatem","Qatar","MF","Al-Rayyan","66","common"
"180","Ahmed Alaaeldin","Qatar","FW","Al-Rayyan","66","common"
"239","Ricardo Adé","Haiti","DF","LDU Quito","66","common"
"242","Jean-Kévin Duverne","Haiti","DF","Gent","66","common"
"248","Danley Jean Jacques","Haiti","MF","Philadelphia Union","66","common"
"255","Derrick Etienne Jr.","Haiti","FW","Toronto FC","66","common"
"273","Redouane Halhal","Morocco","DF","Mechelen","66","common"
"292","Grant Hanley","Scotland","DF","Hibernian","66","common"
"309","Lyndon Dykes","Scotland","FW","Charlton Athletic","66","common"
"312","George Hirst","Scotland","FW","Ipswich Town","66","common"
"315","Miloš Degenek","Australia","DF","APOEL","66","common"
"330","Nestory Irankunda","Australia","FW","Watford","66","common"
"348","Gustavo Velázquez","Paraguay","DF","Cerro Porteño","66","common"
"389","Demir Ege Tıknaz","Turkey","MF","Braga","66","common"
"400","Aral Şimşir","Turkey","FW","Midtjylland","66","common"
"416","Alex Freeman","United States","DF","Villarreal","66","common"
"438","Sontje Hansen","Curaçao","FW","Middlesbrough","66","common"
"450","Deveron Fonville","Curaçao","DF","NEC","66","common"
"467","Pedro Vite","Ecuador","MF","UNAM","66","common"
"515","Christopher Opéri","Ivory Coast","DF","İstanbul Başakşehir","66","common"
"542","Keisuke Ōsako","Japan","GK","Sanfrecce Hiroshima","66","common"
"595","Ken Sema","Sweden","FW","Pafos","66","common"
"609","Aymen Dahmen","Tunisia","GK","CS Sfaxien","66","common"
"622","Hannibal Mejbri","Tunisia","MF","Burnley","66","common"
"628","Elias Achouri","Tunisia","FW","Copenhagen","66","common"
"631","Elias Saad","Tunisia","FW","Hannover 96","66","common"
"636","Senne Lammens","Belgium","GK","Manchester United","66","common"
"659","Diego Moreira","Belgium","FW","Strasbourg","66","common"
"662","Mostafa Shobeir","Egypt","GK","Al Ahly","66","common"
"679","Mostafa Ziko","Egypt","MF","Pyramids","66","common"
"684","Ibrahim Adel","Egypt","FW","Nordsjælland","66","common"
"692","Ramin Rezaeian","Iran","DF","Foolad","66","common"
"694","Shojae Khalilzadeh","Iran","DF","Tractor","66","common"
"701","Mehdi Torabi","Iran","MF","Tractor","66","common"
"709","Shahriyar Moghanlou","Iran","FW","Kalba","66","common"
"711","Ali Alipour","Iran","FW","Persepolis","66","common"
"725","Liberato Cacace","New Zealand","DF","Wrexham","66","common"
"735","Ryan Thomas","New Zealand","MF","PEC Zwolle","66","common"
"749","Sidny Lopes Cabral","Cape Verde","DF","Benfica","66","common"
"751","Jamiro Monteiro","Cape Verde","MF","PEC Zwolle","66","common"
"753","Deroy Duarte","Cape Verde","MF","Ludogorets Razgrad","66","common"
"783","Ayman Yahya","Saudi Arabia","MF","Al-Nassr","66","common"
"839","Juan Manuel Sanabria","Uruguay","MF","Real Salt Lake","66","common"
"841","Federico Viñas","Uruguay","FW","Oviedo","66","common"
"883","Ali Jasim","Iraq","MF","Al-Najma","66","common"
"907","Egil Selvik","Norway","GK","Watford","66","common"
"922","Mory Diaw","Senegal","GK","Le Havre","66","common"
"928","Abdoulaye Seck","Senegal","DF","Maccabi Haifa","66","common"
"945","Bamba Dieng","Senegal","FW","Lorient","66","common"
"947","Ibrahim Mbaye","Senegal","FW","Paris Saint-Germain","66","common"
"972","Adil Boulbina","Algeria","FW","Al-Duhail","66","common"
"1025","Michael Svoboda","Austria","DF","Venezia","66","common"
"1052","Odeh Al-Fakhouri","Jordan","FW","Pyramids","66","common"
"1105","Nathanaël Mbuku","DR Congo","FW","Montpellier","66","common"
"1182","Toni Fruk","Croatia","MF","Rijeka","66","common"
"1240","Christopher Bonsu Baah","Ghana","FW","Al-Qadsiah","66","common"
"1241","Brandon Thomas-Asante","Ghana","FW","Coventry City","66","common"
"1251","César Blackman","Panama","DF","Slovan Bratislava","66","common"
"1256","Aníbal Godoy","Panama","MF","San Diego FC","66","common"
"1260","José Luis Rodríguez","Panama","MF","Juárez","66","common"
"1266","Ismael Díaz","Panama","FW","León","66","common"
"59","Mbekezeli Mbokazi","South Africa","DF","Chicago Fire FC","65","common"
"68","Sphephelo Sithole","South Africa","MF","Tondela","65","common"
"113","Nihad Mujakić","Bosnia and Herzegovina","DF","Gaziantep","65","common"
"122","Amar Memić","Bosnia and Herzegovina","MF","Viktoria Plzeň","65","common"
"170","Karim Boudiaf","Qatar","MF","Al-Duhail","65","common"
"171","Assim Madibo","Qatar","MF","Al-Wakrah","65","common"
"182","Edmilson Junior","Qatar","FW","Al-Duhail","65","common"
"254","Frantzdy Pierrot","Haiti","FW","Çaykur Rizespor","65","common"
"256","Louicius Deedson","Haiti","FW","FC Dallas","65","common"
"263","Munir Mohamedi","Morocco","GK","RS Berkane","65","common"
"320","Mathew Leckie","Australia","FW","Melbourne City","65","common"
"323","Ajdin Hrustic","Australia","MF","Heracles Almelo","65","common"
"334","Cameron Burgess","Australia","DF","Swansea City","65","common"
"342","Gastón Olveira","Paraguay","GK","Olimpia","65","common"
"478","Jeremy Arévalo","Ecuador","FW","VfB Stuttgart","65","common"
"535","Yūto Nagatomo","Japan","DF","FC Tokyo","65","common"
"539","Keisuke Gotō","Japan","FW","Sint-Truiden","65","common"
"588","Herman Johansson","Sweden","DF","FC Dallas","65","common"
"605","Kristoffer Nordfeldt","Sweden","GK","AIK","65","common"
"616","Mohamed Amine Ben Hamida","Tunisia","DF","Espérance de Tunis","65","common"
"619","Adem Arous","Tunisia","DF","Kasımpaşa","65","common"
"623","Anis Ben Slimane","Tunisia","MF","Norwich City","65","common"
"625","Ismaël Gharbi","Tunisia","MF","FC Augsburg","65","common"
"705","Mohammad Ghorbani","Iran","MF","Al-Wahda","65","common"
"712","Dennis Eckert","Iran","FW","Standard Liège","65","common"
"713","Max Crocombe","New Zealand","GK","Millwall","65","common"
"717","Michael Boxall","New Zealand","DF","Minnesota United FC","65","common"
"719","Matthew Garbett","New Zealand","MF","Peterborough United","65","common"
"731","Ben Old","New Zealand","MF","Saint-Étienne","65","common"
"739","Vozinha","Cape Verde","GK","Chaves","65","common"
"759","Willy Semedo","Cape Verde","FW","Omonia","65","common"
"781","Abdullah Al-Khaibari","Saudi Arabia","MF","Al-Nassr","65","common"
"785","Sultan Mandash","Saudi Arabia","MF","Al-Hilal","65","common"
"874","Merchas Doski","Iraq","DF","Viktoria Plzeň","65","common"
"882","Amir Al-Ammari","Iraq","MF","Cracovia","65","common"
"884","Youssef Amyn","Iraq","MF","AEK Larnaca","65","common"
"891","Aymen Hussein","Iraq","FW","Al-Karma","65","common"
"967","Yacine Titraoui","Algeria","MF","Charleroi","65","common"
"1093","Edo Kayembe","DR Congo","MF","Watford","65","common"
"1136","Rustam Ashurmatov","Uzbekistan","DF","Esteghlal","65","common"
"1147","Odiljon Hamrobekov","Uzbekistan","MF","Tractor","65","common"
"1150","Azizjon Ganiev","Uzbekistan","MF","Al-Bataeh","65","common"
"1228","Marvin Senaya","Ghana","DF","Auxerre","65","common"
"1243","Luis Mejía","Panama","GK","Nacional","65","common"
"1247","Fidel Escobar","Panama","DF","Saprissa","65","common"
"1258","Yoel Bárcenas","Panama","MF","Mazatlán","65","common"
"1263","Carlos Harvey","Panama","MF","Minnesota United FC","65","common"
"14","Vladimír Darida","Czech Republic","MF","Hradec Králové","64","common"
"42","Gilberto Mora","Mexico","MF","Tijuana","64","common"
"52","Armando González","Mexico","FW","Guadalajara","64","common"
"60","Ime Okon","South Africa","DF","Hannover 96","64","common"
"66","Olwethu Makhanya","South Africa","DF","Philadelphia Union","64","common"
"106","Martin Zlomislić","Bosnia and Herzegovina","GK","Rijeka","64","common"
"114","Stjepan Radeljić","Bosnia and Herzegovina","DF","Rijeka","64","common"
"153","Niko Sigur","Canada","DF","Hajduk Split","64","common"
"155","Nathan Saliba","Canada","MF","Anderlecht","64","common"
"157","Salah Zakaria","Qatar","GK","Al-Duhail","64","common"
"204","Marvin Keller","Switzerland","GK","Young Boys","64","common"
"247","Leverton Pierre","Haiti","MF","Vizela","64","common"
"258","Josué Casimir","Haiti","FW","Auxerre","64","common"
"259","Yassin Fortuné","Haiti","FW","Vizela","64","common"
"261","Lenny Joseph","Haiti","FW","Ferencváros","64","common"
"285","Chemsdine Talbi","Morocco","FW","Sunderland","64","common"
"324","Awer Mabil","Australia","FW","Castellón","64","common"
"326","Aiden O'Neill","Australia","MF","New York City FC","64","common"
"414","Sebastian Berhalter","United States","MF","Vancouver Whitecaps FC","64","common"
"424","Matt Freese","United States","GK","New York City FC","64","common"
"433","Juninho Bacuna","Curaçao","MF","Volendam","64","common"
"474","Gonzalo Valle","Ecuador","GK","LDU Quito","64","common"
"505","Yahia Fofana","Ivory Coast","GK","Çaykur Rizespor","64","common"
"508","Ghislain Konan","Ivory Coast","DF","Gil Vicente","64","common"
"517","Jean Michaël Seri","Ivory Coast","MF","Maribor","64","common"
"520","Christ Inao Oulaï","Ivory Coast","MF","Trabzonspor","64","common"
"521","Parfait Guiagon","Ivory Coast","MF","Charleroi","64","common"
"603","Alexander Bernhardsson","Sweden","FW","Holstein Kiel","64","common"
"608","Taha Ali","Sweden","FW","Malmö FF","64","common"
"618","Omar Rekik","Tunisia","DF","Maribor","64","common"
"632","Sebastian Tounekti","Tunisia","FW","Celtic","64","common"
"637","Mike Penders","Belgium","GK","Strasbourg","64","common"
"695","Saleh Hardani","Iran","DF","Esteghlal","64","common"
"702","Rouzbeh Cheshmi","Iran","MF","Esteghlal","64","common"
"710","Amirhossein Hosseinzadeh","Iran","FW","Tractor","64","common"
"728","Finn Surman","New Zealand","DF","Portland Timbers","64","common"
"732","Callum McCowatt","New Zealand","MF","Silkeborg","64","common"
"745","Diney","Cape Verde","DF","Al-Bataeh","64","common"
"755","Laros Duarte","Cape Verde","MF","Puskás Akadémia","64","common"
"756","Yannick Semedo","Cape Verde","MF","Farense","64","common"
"758","Garry Rodrigues","Cape Verde","FW","Apollon Limassol","64","common"
"763","Hélio Varela","Cape Verde","FW","Maccabi Tel Aviv","64","common"
"782","Musab Al-Juwayr","Saudi Arabia","MF","Al-Qadsiah","64","common"
"881","Ibrahim Bayesh","Iraq","MF","Al-Dhafra","64","common"
"887","Kevin Yakob","Iraq","MF","AGF","64","common"
"890","Ahmed Qasem","Iraq","MF","Nashville SC","64","common"
"933","Moustapha Mbow","Senegal","DF","Paris FC","64","common"
"957","Rafik Belghali","Algeria","DF","Hellas Verona","64","common"
"1002","David Affengruber","Austria","DF","Elche","64","common"
"1026","Alessandro Schöpf","Austria","MF","Wolfsberger AC","64","common"
"1051","Mohammad Abu Zrayq","Jordan","FW","Raja Casablanca","64","common"
"1053","Ibrahim Sabra","Jordan","FW","Lokomotiva Zagreb","64","common"
"1083","Matthieu Epolo","DR Congo","GK","Standard Liège","64","common"
"1095","Gaël Kakuta","DR Congo","MF","AEL","64","common"
"1149","Akmal Mozgovoy","Uzbekistan","MF","Pakhtakor","64","common"
"1152","Umarali Rakhmonaliev","Uzbekistan","MF","Sabah","64","common"
"1158","Dostonbek Khamdamov","Uzbekistan","FW","Pakhtakor","64","common"
"1225","Jonas Adjetey","Ghana","DF","VfL Wolfsburg","64","common"
"1227","Kojo Peprah Oppong","Ghana","DF","Nice","64","common"
"1234","Kwasi Sibo","Ghana","MF","Oviedo","64","common"
"1265","José Fajardo","Panama","FW","Universidad Católica","64","common"
"62","Khulumani Ndamane","South Africa","DF","Mamelodi Sundowns","63","common"
"77","Thapelo Maseko","South Africa","FW","AEL Limassol","63","common"
"125","Ermin Mahmić","Bosnia and Herzegovina","MF","Slovan Liberec","63","common"
"130","Jovo Lukić","Bosnia and Herzegovina","FW","Universitatea Cluj","63","common"
"133","Luc de Fougerolles","Canada","DF","Dender","63","common"
"150","Ali Ahmed","Canada","MF","Norwich City","63","common"
"162","Homam Ahmed","Qatar","DF","Cultural Leonesa","63","common"
"244","Wilguens Paugain","Haiti","DF","Zulte Waregem","63","common"
"253","Duckens Nazon","Haiti","FW","Esteghlal","63","common"
"257","Ruben Providence","Haiti","FW","Almere City","63","common"
"287","Ayoube Amaimouni","Morocco","FW","Eintracht Frankfurt","63","common"
"300","Dominic Hyam","Scotland","DF","Wrexham","63","common"
"322","Mohamed Touré","Australia","FW","Norwich City","63","common"
"327","Cammy Devlin","Australia","MF","Heart of Midlothian","63","common"
"339","Tete Yengi","Australia","FW","Machida Zelvia","63","common"
"418","Maximilian Arfsten","United States","DF","Columbus Crew","63","common"
"428","Shurandy Sambo","Curaçao","DF","Sparta Rotterdam","63","common"
"431","Sherel Floranus","Curaçao","DF","PEC Zwolle","63","common"
"440","Kenji Gorré","Curaçao","FW","Maccabi Haifa","63","common"
"443","Brandley Kuwas","Curaçao","FW","Volendam","63","common"
"507","Mohamed Koné","Ivory Coast","GK","Charleroi","63","common"
"553","Tomoki Hayakawa","Japan","GK","Kashima Antlers","63","common"
"611","Mouhib Chamakh","Tunisia","GK","Club Africain","63","common"
"624","Mortadha Ben Ouanes","Tunisia","MF","Kasımpaşa","63","common"
"634","Rayan Elloumi","Tunisia","FW","Vancouver Whitecaps FC","63","common"
"696","Ali Nemati","Iran","DF","Foolad","63","common"
"706","Aria Yousefi","Iran","MF","Sepahan","63","common"
"715","Francis de Vries","New Zealand","DF","Auckland FC","63","common"
"724","Alex Paulsen","New Zealand","GK","Lechia Gdańsk","63","common"
"730","Ben Waine","New Zealand","FW","Port Vale","63","common"
"741","CJ dos Santos","Cape Verde","GK","San Diego FC","63","common"
"762","Dailon Livramento","Cape Verde","FW","Casa Pia","63","common"
"784","Ziyad Al-Johani","Saudi Arabia","MF","Al-Ahli","63","common"
"872","Rebin Sulaka","Iraq","DF","Port","63","common"
"875","Zaid Tahseen","Iraq","DF","Pakhtakor","63","common"
"877","Hussein Ali","Iraq","DF","Pogoń Szczecin","63","common"
"888","Aimar Sher","Iraq","MF","Sarpsborg 08","63","common"
"892","Mohanad Ali","Iraq","FW","Dibba","63","common"
"954","Mohamed Amine Tougai","Algeria","DF","Espérance de Tunis","63","common"
"960","Samir Chergui","Algeria","DF","Paris FC","63","common"
"974","Farès Ghedjemis","Algeria","FW","Frosinone","63","common"
"1031","Yazan Al-Arab","Jordan","DF","FC Seoul","63","common"
"1042","Nizar Al-Rashdan","Jordan","MF","Qatar SC","63","common"
"1045","Mohammad Al-Dawoud","Jordan","MF","Al-Wehdat","63","common"
"1054","Ali Azaizeh","Jordan","FW","Al-Shabab","63","common"
"1081","Lionel Mpasi","DR Congo","GK","Le Havre","63","common"
"1138","Khojiakbar Alijonov","Uzbekistan","DF","Pakhtakor","63","common"
"1215","Lawrence Ati-Zigi","Ghana","GK","St. Gallen","63","common"
"1233","Caleb Yirenkyi","Ghana","MF","Nordsjælland","63","common"
"1249","Roderick Miller","Panama","DF","Turan Tovuz","63","common"
"1255","Edgardo Fariña","Panama","DF","Pari Nizhny Novgorod","63","common"
"1267","Cecilio Waterman","Panama","FW","Universidad de Concepción","63","common"
"1268","Tomás Rodríguez","Panama","FW","Saprissa","63","common"
"61","Samukele Kabini","South Africa","DF","Molde","62","common"
"64","Kamogelo Sebelebele","South Africa","DF","Orlando Pirates","62","common"
"65","Bradley Cross","South Africa","DF","Kaizer Chiefs","62","common"
"78","Tshepang Moremi","South Africa","FW","Orlando Pirates","62","common"
"120","Ivan Bašić","Bosnia and Herzegovina","MF","Astana","62","common"
"148","Owen Goodman","Canada","GK","Barnsley","62","common"
"158","Mahmud Abunada","Qatar","GK","Al-Rayyan","62","common"
"163","Lucas Mendes","Qatar","DF","Al-Wakrah","62","common"
"164","Sultan Al-Brake","Qatar","DF","Al-Duhail","62","common"
"172","Ahmed Fathy","Qatar","MF","Al-Arabi","62","common"
"173","Jassem Gaber","Qatar","MF","Al-Rayyan","62","common"
"181","Yusuf Abdurisag","Qatar","FW","Al-Wakrah","62","common"
"183","Ahmed Al-Ganehi","Qatar","FW","Al-Gharafa","62","common"
"236","Johny Placide","Haiti","GK","Bastia","62","common"
"286","Gessime Yassine","Morocco","FW","Strasbourg","62","common"
"306","Ben Gannon-Doak","Scotland","MF","Bournemouth","62","common"
"319","Jason Geria","Australia","DF","Albirex Niigata","62","common"
"328","Kai Trewin","Australia","DF","New York City FC","62","common"
"341","Orlando Gill","Paraguay","GK","San Lorenzo","62","common"
"365","Gustavo Caballero","Paraguay","FW","Portsmouth","62","common"
"425","Chris Brady","United States","GK","Chicago Fire FC","62","common"
"434","Livano Comenencia","Curaçao","MF","Zürich","62","common"
"435","Jürgen Locadia","Curaçao","FW","Miami FC","62","common"
"436","Leandro Bacuna","Curaçao","MF","Iğdır","62","common"
"441","Ar'jany Martha","Curaçao","MF","Rotherham United","62","common"
"464","Moisés Ramírez","Ecuador","GK","Kifisia","62","common"
"503","Lennart Karl","Germany","MF","Bayern Munich","62","common"
"610","Sabri Ben Hessen","Tunisia","GK","Étoile du Sahel","62","common"
"617","Moutaz Neffati","Tunisia","DF","IFK Norrköping","62","common"
"626","Hadj Mahmoud","Tunisia","MF","Lugano","62","common"
"629","Firas Chaouat","Tunisia","FW","Club Africain","62","common"
"673","Tarek Alaa","Egypt","DF","ZED","62","common"
"677","Mahmoud Saber","Egypt","MF","ZED","62","common"
"685","Haissem Hassan","Egypt","FW","Oviedo","62","common"
"707","Amirmohammad Razzaghinia","Iran","MF","Esteghlal","62","common"
"714","Tim Payne","New Zealand","DF","Wellington Phoenix","62","common"
"722","Sarpreet Singh","New Zealand","MF","Wellington Phoenix","62","common"
"729","Kosta Barbarouses","New Zealand","FW","Western Sydney Wanderers","62","common"
"742","Stopira","Cape Verde","DF","Torreense","62","common"
"743","Roberto Lopes","Cape Verde","DF","Shamrock Rovers","62","common"
"786","Alaa Al-Hejji","Saudi Arabia","MF","Neom","62","common"
"876","Frans Putros","Iraq","DF","Persib","62","common"
"889","Zaid Ismail","Iraq","MF","Al-Talaba","62","common"
"894","Ali Yousif","Iraq","FW","Al-Talaba","62","common"
"919","Henrik Falchener","Norway","DF","Viking","62","common"
"949","Luca Zidane","Algeria","GK","Granada","62","common"
"973","Nadhir Benbouali","Algeria","FW","Győri ETO","62","common"
"1012","Florian Wiegele","Austria","GK","Viktoria Plzeň","62","common"
"1039","Noor Al-Rawabdeh","Jordan","MF","Selangor","62","common"
"1043","Mohannad Abu Taha","Jordan","MF","Al-Quwa Al-Jawiya","62","common"
"1044","Amer Jamous","Jordan","MF","Al-Zawraa","62","common"
"1050","Ali Olwan","Jordan","FW","Al-Sailiya","62","common"
"1086","Gédéon Kalulu","DR Congo","DF","Aris Limassol","62","common"
"1088","Dylan Batubinsika","DR Congo","DF","AEL","62","common"
"1091","Steve Kapuadi","DR Congo","DF","Widzew Łódź","62","common"
"1099","Brian Cipenga","DR Congo","MF","Castellón","62","common"
"1145","Avazbek Ulmasaliev","Uzbekistan","DF","AGMK","62","common"
"1148","Jamshid Iskanderov","Uzbekistan","MF","Neftchi","62","common"
"1151","Jasurbek Jaloliddinov","Uzbekistan","MF","Sogdiana","62","common"
"1219","Paul Reverson","Ghana","GK","Ajax","62","common"
"1242","Prince Kwabena Adu","Ghana","FW","Viktoria Plzeň","62","common"
"1246","Eric Davis","Panama","DF","Plaza Amador","62","common"
"1262","César Yanis","Panama","MF","Cobresal","62","common"
"1264","Azarias Londoño","Panama","MF","Universidad Católica","62","common"
"63","Thabang Matuludi","South Africa","DF","Polokwane City","61","common"
"175","Tahsin Jamshid","Qatar","MF","Al-Duhail","61","common"
"325","Paul Izzo","Australia","GK","Randers","61","common"
"338","Lucas Herrington","Australia","DF","Colorado Rapids","61","common"
"430","Roshon van Eijma","Curaçao","DF","RKC Waalwijk","61","common"
"432","Godfried Roemeratoe","Curaçao","MF","RKC Waalwijk","61","common"
"448","Kevin Felida","Curaçao","MF","Den Bosch","61","common"
"620","Raed Chikhaoui","Tunisia","DF","US Monastir","61","common"
"678","Nabil Emad","Egypt","MF","Al-Najma","61","common"
"723","Elijah Just","New Zealand","MF","Motherwell","61","common"
"726","Alex Rufer","New Zealand","MF","Wellington Phoenix","61","common"
"757","Ryan Mendes","Cape Verde","FW","Iğdır","61","common"
"869","Jalal Hassan","Iraq","GK","Al-Zawraa","61","common"
"873","Manaf Younis","Iraq","DF","Al-Shorta","61","common"
"878","Ahmed Yahya","Iraq","DF","Al-Shorta","61","common"
"879","Mustafa Saadoon","Iraq","DF","Al-Shorta","61","common"
"1035","Mo Abualnadi","Jordan","DF","Selangor","61","common"
"1046","Yousef Qashi","Jordan","MF","Al-Hussein","61","common"
"1047","Mohammad Taha","Jordan","MF","Al-Hussein","61","common"
"1049","Mahmoud Al-Mardi","Jordan","FW","Al-Hussein","61","common"
"1092","Samuel Moutoussamy","DR Congo","MF","Atromitos","61","common"
"1153","Sherzod Esanov","Uzbekistan","MF","Bukhara","61","common"
"1160","Azizbek Amonov","Uzbekistan","FW","Bukhara","61","common"
"1161","Ruslanbek Jiyanov","Uzbekistan","FW","Navbahor","61","common"
"1257","Alberto Quintero","Panama","MF","Plaza Amador","61","common"
"54","Ricardo Goss","South Africa","GK","Siwelele","60","common"
"107","Osman Hadžikić","Bosnia and Herzegovina","GK","Slaven Belupo","60","common"
"165","Al-Hashmi Al-Hussain","Qatar","DF","Al-Arabi","60","common"
"166","Ayoub Al-Oui","Qatar","DF","Al-Gharafa","60","common"
"167","Issa Laye","Qatar","DF","Al-Arabi","60","common"
"237","Alexandre Pierre","Haiti","GK","Sochaux","60","common"
"252","Dominique Simon","Haiti","MF","Tatran Prešov","60","common"
"308","Tyler Fletcher","Scotland","MF","Manchester United","60","common"
"317","Jacob Italiano","Australia","DF","GAK","60","common"
"427","Eloy Room","Curaçao","GK","Miami FC","60","common"
"429","Juriën Gaari","Curaçao","DF","Abha","60","common"
"442","Jearl Margaritha","Curaçao","FW","Beveren","60","common"
"445","Gervane Kastaneer","Curaçao","FW","Terengganu","60","common"
"606","Elliot Stroud","Sweden","DF","Mjällby AIF","60","common"
"630","Hazem Mastouri","Tunisia","FW","Dynamo Makhachkala","60","common"
"633","Khalil Ayari","Tunisia","FW","Paris Saint-Germain","60","common"
"663","Mohamed Alaa","Egypt","GK","El Gouna","60","common"
"686","Hamza Abdelkarim","Egypt","FW","Barcelona","60","common"
"697","Danial Eiri","Iran","DF","Malavan","60","common"
"727","Nando Pijnaker","New Zealand","DF","Auckland FC","60","common"
"733","Jesse Randall","New Zealand","FW","Auckland FC","60","common"
"734","Michael Woud","New Zealand","GK","Auckland FC","60","common"
"737","Lachlan Bayliss","New Zealand","MF","Newcastle Jets","60","common"
"750","Kelvin Pires","Cape Verde","DF","SJK","60","common"
"871","Ahmed Basil","Iraq","GK","Al-Shorta","60","common"
"880","Akam Hashim","Iraq","DF","Al-Zawraa","60","common"
"1028","Abdallah Al-Fakhouri","Jordan","GK","Al-Wehdat","60","common"
"1029","Nour Bani Attiah","Jordan","GK","Al-Faisaly","60","common"
"1041","Mohammad Abu Hashish","Jordan","MF","Al-Karma","60","common"
"1097","Aaron Tshibola","DR Congo","MF","Kilmarnock","60","common"
"1133","Utkir Yusupov","Uzbekistan","GK","Navbahor","60","common"
"1137","Farrukh Sayfiev","Uzbekistan","DF","Neftchi","60","common"
"1139","Sherzod Nasrullaev","Uzbekistan","DF","Nasaf","60","common"
"1144","Jakhongir Urozov","Uzbekistan","DF","Dinamo Samarqand","60","common"
"1162","Sherzod Temirov","Uzbekistan","FW","Erbil","60","common"
"1245","César Samudio","Panama","GK","Marathón","60","common"
"1254","Jorge Gutiérrez","Panama","DF","Deportivo La Guaira","60","common"
"1261","Cristian Martínez","Panama","MF","Ironi Kiryat Shmona","60","common"
"159","Shehab Ellethy","Qatar","GK","Al-Shahaniya","59","common"
"168","Rayyan Al-Ali","Qatar","DF","Al-Gharafa","59","common"
"174","Mohamed Al-Mannai","Qatar","MF","Al-Shamal","59","common"
"241","Martin Expérience","Haiti","DF","Nancy","59","common"
"249","Carl Sainté","Haiti","MF","El Paso Locomotive FC","59","common"
"439","Tyrese Noslin","Curaçao","MF","Telstar","59","common"
"452","Trevor Doornbusch","Curaçao","GK","VVV-Venlo","59","common"
"736","Callan Elliot","New Zealand","DF","Auckland FC","59","common"
"738","Tommy Smith","New Zealand","DF","Braintree Town","59","common"
"761","Gilson Benchimol","Cape Verde","FW","Akron Tolyatti","59","common"
